mfcc_systole_3,std_s2_skew,mean_s2_power,mfcc_diastole_11,std_systole_skew,mean_diastole_power,mfcc_s1_1,mfcc_s2_12,mfcc_systole_9,mean_ratio_s1_systole,mfcc_diastole_8,mfcc_diastole_3,std_s1_power,mfcc_diastole_12,mfcc_diastole_1,mfcc_s2_1,mfcc_s1_3,std_s2_power,mfcc_systole_4,std_s1_skew,mean_s1_time,mfcc_diastole_9,std_s1_kurtosis,mean_systole_power,mean_s1_power,mean_ratio_s2_diastole,mfcc_diastole_4,std_systole_power,mfcc_systole_8,mean_s2_time,mfcc_systole_10,mfcc_diastole_2,std_diastole_skew,mfcc_s2_3,std_systole_kurtosis,mean_diastole_kurtosis,mfcc_s1_10,mfcc_systole_12,std_diastole_kurtosis,mfcc_systole_1,mean_diastole_time,std_s2_kurtosis,std_diastole_power,mean_systole_time,feature_label
0.34279475982532753,0.23270635784237526,0.017587939698492462,0.7319148936170212,0.47012211668928083,0.0211783672871171,0.6935064935064935,0.6338582677165354,0.5238095238095238,0.18849999999999997,0.540453074433657,0.3953488372093023,0.002380080556572684,0.6285714285714286,0.56,0.6666666666666666,0.45734597156398105,0.02579564489112228,0.6556962025316456,0.14605767475816753,0.7037038888888889,0.6060606060606061,0.04022653957166073,0.019948282231252314,0.010023334747560458,0.3238193194480158,0.5403050108932462,0.00978750804893754,0.6126582278481013,0.708333125,0.6075471698113207,0.36818181818181817,0.26543270975617805,0.4068965517241379,0.27883842040994095,0.11342046938587508,0.5609756097560976,0.46543778801843316,0.08314721269925106,0.5252525252525253,0.15789473684210525,0.10697830110660418,0.0059504132231404955,0.18604651162790697,0.0
0.36899563318777295,0.1969532100108814,0.014447236180904521,0.5829787234042553,0.381438263229308,0.04015828814304558,0.43116883116883115,0.5039370078740157,0.6190476190476191,0.1923095238095238,0.6763754045307443,0.37467700258397935,0.00622482607103625,0.5238095238095238,0.3709090909090909,0.4985754985754986,0.5829383886255924,0.0010050251256281406,0.5012658227848101,0.07122650118634787,0.7777777777777778,0.5454545454545454,0.023417982488054528,0.016328038418913927,0.012091641917691982,0.20107996914373874,0.5315904139433552,0.0006439150032195751,0.5594936708860759,0.791666875,0.6830188679245283,0.41818181818181815,0.176185291497575,0.593103448275862,0.2258469628509361,0.08233083521640414,0.3170731707317073,0.4792626728110599,0.06760244954614476,0.4983164983164983,0.28421052631578947,0.08378293230417831,0.0033057851239669425,0.20155034883720932,0.0
0.36681222707423583,0.14399709829524845,0.007080858839652809,0.5319148936170213,0.18436906377204884,0.015755532756851823,0.7376623376623377,0.7519685039370079,0.5529100529100529,0.2941190476190476,0.7087378640776699,0.4728682170542636,0.0065909923105089705,0.6666666666666666,0.6727272727272727,0.7606837606837606,0.5308056872037915,0.006365159128978224,0.3721518987341772,0.13515240007300602,0.7777777777777778,0.49586776859504134,0.03725532998617478,0.009013668267454748,0.011084005091217649,0.3296477243507328,0.3159041394335512,0.0034771410173857053,0.3569620253164557,0.625,0.8415094339622642,0.6,0.24560361608763073,0.5241379310344828,0.06637025082231349,0.13957212296587715,0.5121951219512195,0.695852534562212,0.06440283858792005,0.7407407407407407,0.1368421052631579,0.033106236626891924,0.01652892561983471,0.1317829069767442,0.0
0.43013100436681223,0.1963832322918286,0.014218821379625398,0.625531914893617,0.6002713704206241,0.02388978455224974,0.7662337662337663,0.5433070866141733,0.6851851851851852,0.19047619047619047,0.40129449838187703,0.35917312661498707,0.010252654705236177,0.7,0.730909090909091,0.7777777777777778,0.5355450236966824,0.007872696817420435,0.47848101265822784,0.09869501733893045,0.7407405555555556,0.6308539944903582,0.05597395037473624,0.020908755079423715,0.012781077641069156,0.25396417245221564,0.39869281045751637,0.009658725048293626,0.31645569620253167,0.666666875,0.5358490566037736,0.44772727272727275,0.42111254082945665,0.47586206896551725,0.23704806158466687,0.15290128373948056,0.2857142857142857,0.576036866359447,0.15787592208214643,0.6632996632996633,0.18947368421052632,0.055244883760616446,0.01090909090909091,0.19379848837209301,0.0
0.4039301310043668,0.18783356650603658,0.019015532206486982,0.7063829787234043,0.09964721845318861,0.05261615125311447,0.4025974025974026,0.43700787401574803,0.373015873015873,0.4329047619047619,0.598705501618123,0.5064599483204134,0.010984987184181618,0.5761904761904761,0.5309090909090909,0.3646723646723647,0.5710900473933649,0.01306532663316583,0.5037974683544304,0.058222303340025545,0.7407405555555556,0.5977961432506887,0.02327245385529603,0.025711119320280754,0.028850233347475603,0.15916688094625867,0.38562091503267976,0.003992273019961365,0.5620253164556962,0.541666875,0.6377358490566037,0.2409090909090909,0.03772806757068857,0.5080459770114942,0.01910225545024836,0.018584147524371545,0.3867595818815331,0.5069124423963134,0.005135963337321441,0.5117845117845118,0.24561405263157896,0.03688680607516508,0.0028099173553719006,0.08527127906976743,0.0
0.4672489082969432,0.24996113788279187,0.010107354956601188,0.6127659574468085,0.17744911804613298,0.015682251209145535,0.6025974025974026,0.6771653543307087,0.5317460317460317,0.16533333333333333,0.4045307443365696,0.5684754521963824,0.01794214573416331,0.43333333333333335,0.4690909090909091,0.5584045584045584,0.6208530805687204,0.03249581239530989,0.30632911392405066,0.46039423252418327,0.9259261111111111,0.44352617079889806,0.3607533532222465,0.029035833025489476,0.0057276198557488335,0.24676437816062397,0.5163398692810458,0.06374758531873793,0.4,0.791666875,0.44150943396226416,0.4159090909090909,0.19349038239466826,0.4896551724137931,0.110918132045777,0.07761638461246675,0.5400696864111498,0.46543778801843316,0.10367818387054699,0.5117845117845118,0.23157894736842105,0.07900471258483309,0.020495867768595043,0.27906976744186046,1.0
0.28820960698689957,0.1772112544691435,0.011649154865235267,0.7659574468085106,0.35356852103120756,0.02667448336508867,0.8077922077922078,0.5511811023622047,0.6931216931216931,0.18633333333333332,0.6763754045307443,0.4082687338501292,0.013181984621017941,0.6857142857142857,0.5818181818181818,0.6723646723646723,0.518957345971564,0.010552763819095479,0.5164556962025316,0.19246212812557034,0.6666666666666666,0.5289256198347108,0.08216910427126538,0.015810860731437015,0.008909630886720407,0.5079283449044313,0.5381263616557734,0.00334835801674179,0.6227848101265823,0.666666875,0.5811320754716981,0.06363636363636363,0.19439770365238046,0.5862068965517241,0.1336970840269446,0.06145584402213084,0.5853658536585366,0.5299539170506913,0.046904815197105376,0.6868686868686869,0.09473684210526316,0.053249583218472285,0.008925619834710744,0.17829453488372093,0.0
0.5109170305676856,0.23928700968962122,0.01673138419369575,0.5702127659574469,0.09145183175033922,0.014509746445844938,0.7636363636363637,0.4094488188976378,0.4973544973544973,0.14004761904761903,0.5760517799352751,0.5788113695090439,0.0034785792749908455,0.4666666666666667,0.5563636363636364,0.4985754985754986,0.8317535545023697,0.023618090452261306,0.43544303797468353,0.18589158605584957,0.7407405555555556,0.5289256198347108,0.034338693637973275,0.007831547838936092,0.004666949512091643,0.11476814948144337,0.4357298474945534,0.0014166130070830652,0.3037974683544304,0.708333125,0.6,0.46136363636363636,0.12595268732059783,0.7724137931034483,0.0533281318052954,0.15807363213196127,0.2787456445993031,0.5207373271889401,0.18069911579950823,0.5353535353535354,0.44561405263157894,0.11062103729374237,0.030247933884297522,0.26356593023255814,1.0
0.42139737991266374,0.247422146225193,0.0053677478300593875,0.6468085106382979,0.27120759837177744,0.0076945625091601935,0.7506493506493507,0.6653543307086615,0.4021164021164021,0.22676190476190475,0.6116504854368932,0.5943152454780362,0.013181984621017941,0.5190476190476191,0.6436363636363637,0.7521367521367521,0.6255924170616114,0.007370184254606366,0.579746835443038,0.2281894506296769,0.7407405555555556,0.5041322314049587,0.10733949404545345,0.009235315847801996,0.0058336868901145535,0.4433016199537156,0.5490196078431373,0.006954282034771411,0.45569620253164556,0.625,0.39622641509433965,0.2772727272727273,0.2802797848823782,0.5149425287356322,0.07857602825926055,0.07887763562173851,0.36585365853658536,0.5069124423963134,0.08052327406994701,0.6801346801346801,0.10175436842105264,0.0567085417240972,0.011570247933884297,0.16279069767441862,0.0
0.5545851528384279,0.16368723768070886,0.08479899497487436,0.6,0.07668928086838535,0.11109482632273195,0.509090909090909,0.7165354330708661,0.5767195767195767,0.15078571428571427,0.9644012944983819,0.5891472868217055,0.00622482607103625,0.45714285714285713,0.24727272727272728,0.5811965811965812,0.7274881516587678,0.013232830820770522,0.5848101265822785,0.22212082496805985,0.7037038888888889,0.743801652892562,0.08658953649130469,0.0990025858884374,0.0670343657191345,0.2303077054941287,0.5490196078431373,0.027430779137153895,0.5670886075949367,0.75,0.2188679245283019,0.37272727272727274,0.10133953611138605,0.7310344827586207,0.01720245077475157,0.04427654858864522,0.27177700348432055,0.45622119815668205,0.02323461827691208,0.3164983164983165,0.23508773684210527,0.06765644075138817,0.016859504132231407,0.23255813953488372,0.0
